,company_id,report_key,total_cnt,view_cnt,comment_cnt,positive_cnt,negative_cnt,news_cnt,mblog_cnt,blog_cnt,twitter_cnt,qq_cnt,weichat_cnt,video_cnt,finance_cnt,govt_cnt,company_cnt,headline_cnt,cluster
256,600022,201803,3212,11194615,18275,2367,524,1032,128,13,2,0,617,0,1664,5,11,617,2
257,600022,201804,2692,5763254,6685,2089,433,932,92,9,0,0,500,0,1192,3,45,500,1
258,600022,201805,2388,5774948,8757,1932,294,980,69,4,1,0,306,0,981,1,13,306,1
259,600022,201806,1753,3824364,17706,1425,183,740,89,0,0,0,75,0,895,4,25,74,1
260,600022,201807,5551,73264514,824893,3569,1671,1741,2160,6,12,0,476,0,1004,12,9,475,0
261,600022,201808,714,4087355,9476,497,124,257,147,3,3,0,32,0,324,1,6,32,1
262,600102,200006,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
263,600102,201606,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
264,600102,201608,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
265,600102,201609,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,5
266,600102,201610,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,0,5
267,600102,201709,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
268,600102,201803,16,0,0,15,1,14,2,0,0,0,0,0,0,0,0,0,5
269,600102,201804,8,0,0,7,1,2,6,0,0,0,0,0,0,0,0,0,5
270,600102,201805,96,789,6,90,5,47,5,0,0,0,36,0,6,0,5,36,5
271,600102,201806,127,18323,31,124,3,47,7,0,0,0,61,0,11,1,17,59,5
272,600102,201807,1698,28999763,541530,301,1346,376,1194,4,0,0,75,0,49,1,1,74,6
273,600102,201808,224,19907,68,184,38,85,39,0,0,0,63,0,22,0,2,63,5
274,600104,201703,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
275,600104,201804,3,0,2,3,0,1,1,0,0,0,1,0,0,0,0,1,5
276,600104,201805,79,0,0,79,0,54,0,0,0,0,24,0,0,1,1,24,5
277,600104,201806,24,2417,18,24,0,13,1,0,0,0,4,0,0,0,1,4,5
278,600104,201807,91,4883,3,87,1,61,9,1,0,0,19,0,0,2,1,19,5
279,600104,201808,61,2454,0,58,0,48,6,0,0,0,4,0,2,0,2,4,5
280,600166,201805,3,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,5
281,600309,200302,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
282,600309,200905,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
283,600309,200911,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
284,600309,201003,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
285,600309,201005,6,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,5
286,600309,201008,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
287,600309,201009,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
288,600309,201011,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
289,600309,201012,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,5
290,600309,201101,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,5
291,600309,201103,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
292,600309,201104,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
293,600309,201106,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5
294,600309,201107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5
295,600309,201110,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
296,600309,201201,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
297,600309,201208,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
298,600309,201212,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
299,600309,201304,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
300,600309,201306,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
301,600309,201307,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
302,600309,201308,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
303,600309,201310,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
304,600309,201312,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,5
305,600309,201404,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5
306,600309,201408,2,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,5
307,600309,201411,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
308,600309,201412,1,0,89,1,0,1,0,0,0,0,0,0,0,0,0,0,5
309,600309,201502,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,5
310,600309,201504,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
311,600309,201505,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,5
312,600309,201508,2,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,5
313,600309,201601,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,5
